question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
母比率pの標本比率を正規近似する際、標本比率の標準誤差として正しいものはどれか。	√{p(1-p)/n}	p(1-p)	p/n	√{np(1-p)}	1	標本比率の標準誤差は√{p(1-p)/n}である。	s05_u02,標本比率,標準誤差,正規近似	1	2	FALSE
標本サイズが4倍になると、標本平均の標準誤差はどうなるか。	4倍になる	2倍になる	1/2になる	1/4になる	3	標準誤差はσ/√nなので、nが4倍になると√4=2により標準誤差は1/2になる。	s05_u02,標準誤差,標本サイズ,平方根	1	2	FALSE
正規近似を使う場面の説明として、最も適切なものはどれか。	扱いにくい離散分布や標本統計量の分布を、条件が整えば正規分布で近似する	どのような分布でも標本サイズに関係なく完全に正規分布として扱う	母分散が不明なときは必ず正規近似を使ってよい	外れ値があるときだけ正規近似を使う	1	正規近似は、条件が整ったときに二項分布や標本平均・標本比率の分布を正規分布で近似する考え方である。万能ではない。	s05_u02,正規近似,適用判断	2	2	FALSE
二項分布B(100,0.5)を正規近似するとき、近似に用いる正規分布として正しいものはどれか。	N(50,25)	N(50,5)	N(100,25)	N(0.5,25)	1	二項分布B(n,p)の平均はnp=50、分散はnp(1-p)=25なので、N(50,25)で近似する。ここでは第2引数を分散としている。	s05_u02,二項分布,正規近似,平均分散	1	2	FALSE
二項分布を正規分布で近似する際、一般に確認すべき条件として最も適切なものはどれか。	nが十分大きく、npとn(1-p)がともに十分大きいこと	pが必ず0.5であること	nが1であること	npが0に近いこと	1	二項分布の正規近似では、成功数・失敗数の期待度数にあたるnpとn(1-p)が十分大きいかを確認する。	s05_u02,二項分布,正規近似,条件判断	1	3	FALSE
二項分布でP(X≦a)を正規近似する際、連続性の補正として最も適切な処理はどれか。	P(Y≦a+0.5)として近似する	P(Y≦a-0.5)として近似する	P(Y=a)として近似する	補正せず、必ずP(Y≦a)とする	1	離散分布である二項分布を連続分布である正規分布に近似するため、P(X≦a)はP(Y≦a+0.5)として近似する。	s05_u02,連続性の補正,二項分布,正規近似	1	3	FALSE
二項分布でP(X≧a)を正規近似する際、連続性の補正として最も適切な処理はどれか。	P(Y≧a-0.5)として近似する	P(Y≧a+0.5)として近似する	P(Y=a)として近似する	P(Y≧a)から必ず0.5を引く	1	P(X≧a)は、連続性の補正によりP(Y≧a-0.5)として近似する。境界を0.5だけ外側に広げるのが基本である。	s05_u02,連続性の補正,二項分布,正規近似	1	3	FALSE
二項分布でP(a≦X≦b)を正規近似する際、連続性の補正として最も適切なものはどれか。	P(a-0.5≦Y≦b+0.5)	P(a+0.5≦Y≦b-0.5)	P(a≦Y≦b)	P(a-1≦Y≦b+1)	1	両端を含む離散的な範囲を連続分布で近似するため、下限はa-0.5、上限はb+0.5とする。	s05_u02,連続性の補正,範囲確率,正規近似	1	3	FALSE
標本比率の分布を正規近似しやすい条件として、最も適切なものはどれか。	npとn(1-p)がともに十分大きい	nが小さいほどよい	pが0または1に近いほどよい	母集団の大きさが必ずnと等しい	1	標本比率の正規近似では、成功数と失敗数の期待度数にあたるnpとn(1-p)が十分大きいかを確認する。	s05_u02,標本比率,正規近似,条件判断	1	3	FALSE
中心極限定理に関する注意点として、最も適切なものはどれか。	標本サイズが大きくても、近似であり完全に正規分布になるとは限らない	標本サイズが大きければ、母集団のすべての値が正規分布に変わる	標本サイズが大きければ、標本平均の分散は必ず母分散と等しくなる	標本サイズが大きければ、標本平均は必ず母平均と一致する	1	中心極限定理は標本平均の分布が近似的に正規分布に近づくという内容であり、個々の値や母集団分布そのものが変化するわけではない。	s05_u02,中心極限定理,注意点,近似	2	3	FALSE
ある確率変数Xが二項分布B(200,0.02)に従う。この分布を正規近似する判断として、最も適切なものはどれか。	np=4が小さいため、正規近似には注意が必要である	n=200なので常に正規近似してよい	p=0.02なので平均は200である	n(1-p)=4なので正規近似しやすい	1	np=200×0.02=4、n(1-p)=196である。npが小さいため、正規近似を機械的に使うのは危険である。	s05_u02,二項分布,正規近似,条件判断	1	3	FALSE
中心極限定理を用いて標本平均の確率を求めるときの処理として、最も適切な順序はどれか。	標準誤差を求め、標本平均を標準化し、標準正規分布表を使う	母平均を標本サイズで割り、二項分布表を使う	標本平均をそのまま母分散として扱う	標本サイズを無視して、個々の観測値を標準化する	1	標本平均の確率では、標準誤差σ/√nを用いてz=(標本平均−母平均)/標準誤差と標準化し、標準正規分布表を使う。	s05_u02,中心極限定理,標準化,解法手順	1	3	FALSE
