question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
係数の標準誤差について、最も適切な説明はどれか。	係数推定値のばらつきの大きさを表す量	目的変数そのものの平均	決定係数の平方根	説明変数の最大値と最小値の差	1	標準誤差は、標本を取り直したときの係数推定値のばらつきの程度を表す。	s08_u02,標準誤差,回帰係数	1	1	TRUE
ある回帰出力で、切片のp値が大きく、説明変数の係数のp値は小さかった。このとき最も適切な判断はどれか。	切片が有意でないことだけで、説明変数の効果もないと判断する	説明変数の係数については、その係数のp値に基づいて個別に判断する	切片が有意でなければ、R²は必ず0になる	切片のp値が大きいので、モデル全体は必ず有意でない	2	切片と各説明変数の係数は別々に検定される。説明変数の係数の有意性は、その係数のp値を見て判断する。	s08_u02,切片,p値	2	2	TRUE
説明変数を追加したとき、通常のR²と調整済みR²の違いとして最も適切なものはどれか。	通常のR²は下がらないが、調整済みR²は不要な変数追加で下がることがある	通常のR²は必ず下がり、調整済みR²は必ず上がる	通常のR²と調整済みR²は常に同じ値になる	調整済みR²は説明変数の数を考慮しない	1	通常のR²は説明変数を増やすと下がらない。一方、調整済みR²は説明変数数を考慮するため、不要な変数を加えると下がることがある。	s08_u02,調整済みR2,モデル選択	1	3	FALSE
ある回帰分析で、係数は統計的に有意であったが、係数の値は非常に小さかった。この結果の解釈として最も適切なものはどれか。	統計的有意性と実質的な大きさは区別して考える必要がある	p値が小さいので、効果は必ず実務上も大きい	係数が小さいので、p値は必ず大きい	有意ならば因果関係が証明されたといえる	1	p値は係数が0と異なるかの判断に関わるが、効果の実質的な大きさは係数の値や単位を見て別に判断する必要がある。	s08_u02,統計的有意性,効果量	1	3	FALSE
重回帰分析で、ある説明変数の係数を解釈するときに注意すべき点として最も適切なものはどれか。	他の説明変数を一定としたときの、その変数の平均的な影響として読む	他の説明変数の影響をすべて無視した単純な相関として読む	係数が正なら必ず因果効果があると読む	p値に関係なく、係数は常に有意と読む	1	重回帰の係数は、他の説明変数を一定にした条件のもとで、その説明変数が1単位変化したときの目的変数の平均的変化として解釈する。	s08_u02,重回帰,偏回帰係数	1	3	FALSE
回帰出力で、モデル全体のF検定が有意であることの意味として最も適切なものはどれか。	少なくとも一部の説明変数が目的変数の説明に役立つと判断できる	すべての説明変数の係数が個別に有意である	すべての説明変数に因果効果がある	残差がすべて0である	1	モデル全体のF検定は、説明変数全体として目的変数の説明に寄与しているかを検定する。個々の係数がすべて有意であることまでは意味しない。	s08_u02,F検定,モデル全体	2	3	FALSE
重回帰分析で説明変数を追加したところ、通常のR²は上昇したが、調整済みR²は低下した。この状況の解釈として最も適切なものはどれか。	追加した変数が、変数数の増加に見合う説明力を十分に加えていない可能性がある	追加した変数は必ず重要である	モデルの残差は必ず0になった	目的変数と説明変数の関係は消滅した	1	通常のR²は説明変数を増やすと下がらないが、調整済みR²は変数数への罰則を含むため、不要な変数追加で低下することがある。	s08_u02,調整済みR2,モデル比較	1	3	FALSE
回帰出力で、係数のp値だけを見てモデルの良し悪しを判断することが不十分な理由として最も適切なものはどれか。	p値は係数が0かどうかの検定に関する情報であり、予測精度や残差の性質を直接すべて示すわけではないから	p値は常にR²と同じ値だから	p値は標本サイズに影響されないから	p値が小さいほど残差が必ず正規分布に従うから	1	係数のp値は個別係数の有意性を示すが、モデル全体の当てはまり、予測性能、残差の仮定などは別に確認する必要がある。	s08_u02,p値,モデル評価	1	3	FALSE
回帰係数の符号について、最も適切な説明はどれか。	正なら説明変数が増えるほど目的変数は平均的に増える傾向、負なら平均的に減る傾向を示す	正なら必ず強い関係、負なら必ず弱い関係を示す	符号はp値とは無関係なので解釈できない	符号は決定係数の大きさを表す	1	回帰係数の符号は、説明変数が増えたときの目的変数の平均的な変化方向を示す。関係の強さや有意性は別に確認する。	s08_u02,係数の符号,解釈	1	1	FALSE
標本サイズが非常に大きい回帰分析で、係数は小さいがp値が非常に小さくなった。この状況で必要な注意として最も適切なものはどれか。	統計的には有意でも、実質的に意味のある大きさかを確認する	p値が小さいので係数の大きさは確認しなくてよい	標本サイズが大きい場合、p値は常に1になる	係数が小さいなら必ず有意ではない	1	標本サイズが大きいと小さな差でも統計的に有意になりやすい。係数の大きさや実務上の意味を別に評価する必要がある。	s08_u02,標本サイズ,p値	1	3	FALSE
回帰出力を読むとき、説明変数の単位に注意する理由として最も適切なものはどれか。	係数は説明変数が1単位変化したときの目的変数の変化量として解釈するから	p値は説明変数の単位で必ず変わらないから	R²は説明変数の単位そのものを表すから	切片は単位に一切影響されないから	1	係数は説明変数の1単位あたりの変化量を表すため、単位が年、月、円、万円などで解釈が変わる。	s08_u02,単位,係数解釈	1	2	FALSE
あるモデルのR²が0.80であった。この解釈として最も適切なものはどれか。	目的変数の変動の約80%がモデルで説明されている	予測値が必ず実測値と80%一致する	説明変数の80%が有意である	係数が80%の確率で正しい	1	R²=0.80は、目的変数の全変動のうち約80%をモデルが説明しているという意味である。	s08_u02,R2,解釈	1	1	FALSE
回帰分析の結果、R²は高いが、係数の解釈が不自然であった。このときの対応として最も適切なものはどれか。	R²が高ければ、係数の解釈は確認しなくてよい	変数の定義、外れ値、多重共線性、モデルの妥当性などを確認する	p値だけを見れば十分である	係数の符号は常に無視してよい	2	R²が高くても、係数の符号や大きさが不自然な場合は、データやモデル指定に問題がないかを確認する必要がある。	s08_u02,R2,診断	2	3	FALSE
回帰出力で、ある説明変数の係数が有意でない場合の解釈として最も適切なものはどれか。	その説明変数は目的変数と一切関係がないと証明された	そのモデルとデータでは、係数が0と異なる十分な証拠が得られなかった	その説明変数を入れるとR²は必ず0になる	標本サイズが十分大きいことが証明された	2	有意でないとは、係数が0でないと判断する十分な証拠がないという意味であり、完全に無関係と証明されたわけではない。	s08_u02,非有意,p値	1	3	FALSE
