question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
有病率が低い病気の検査で、陽性となった人が実際に病気である確率が、感度よりかなり低くなることがある理由として最も適切なものはどれか。	感度が必ず0になるから	偽陽性が陽性者全体に多く含まれることがあるから	病気の人は必ず陰性になるから	有病率は計算に関係しないから	2	有病率が低い場合、病気でない人の数が多いため、偽陽性が陽性者全体に大きく影響することがある。	s03_u03,ベイズの定理,検査の解釈	1	3	FALSE
ある病気の有病率が0.01、感度が0.90、偽陽性率が0.09である。陽性者が病気である確率に最も近いものはどれか。	0.09	0.5	0.9	0.99	1	P(病気|陽性)=0.90×0.01/(0.90×0.01+0.09×0.99)=0.009/(0.009+0.0891)≒0.092である。感度だけを見て0.90と判断しないことが重要である。	s03_u03,ベイズの定理,検査問題	1	3	FALSE
ある製品は工場Aで70%、工場Bで30%作られる。Aの不良率は1%、Bの不良率は4%である。不良品が見つかったとき、それがB製である確率に最も近いものはどれか。	0.3	0.46	0.63	0.8	3	P(B|不良)=0.30×0.04/(0.70×0.01+0.30×0.04)=0.012/(0.007+0.012)≒0.632である。生産割合と不良率の両方を使う。	s03_u03,ベイズの定理,不良品問題	1	3	FALSE
袋Aには赤玉4個・白玉1個、袋Bには赤玉1個・白玉4個が入っている。袋Aを選ぶ確率は0.6、袋Bを選ぶ確率は0.4である。赤玉が出たとき、袋Aであった確率に最も近いものはどれか。	0.6	0.75	0.86	0.96	3	P(A|赤)=0.6×4/5/(0.6×4/5+0.4×1/5)=0.48/(0.48+0.08)=0.857である。事前確率が等確率でない点に注意する。	s03_u03,ベイズの定理,袋問題	1	3	FALSE
ある検査で、陽性者が病気である確率P(病気|陽性)を求めたい。計算に必要になり得る情報として最も適切なものはどれか。	有病率のみ	感度のみ	偽陽性率のみ	有病率・感度・偽陽性率	4	P(病気|陽性)を求めるには、病気かつ陽性の確率と陽性全体の確率が必要であるため、有病率、感度、偽陽性率が必要になり得る。	s03_u03,ベイズの定理,検査問題	1	3	FALSE
有病率が一定で、感度も一定の検査において、偽陽性率が小さくなると、一般に陽性者が病気である確率はどうなるか。	大きくなる	小さくなる	必ず0になる	変化しない	1	偽陽性率が小さくなると、陽性者全体に含まれる病気でない人の割合が減るため、P(病気|陽性)は一般に大きくなる。	s03_u03,ベイズの定理,条件変更	2	3	FALSE
有病率が低い集団と高い集団に、同じ感度・同じ偽陽性率の検査を行う。陽性者が病気である確率について最も適切な説明はどれか。	有病率が低い集団の方が必ず高い	有病率が高い集団の方が一般に高い	どちらの集団でも必ず感度と等しい	有病率は関係しない	2	同じ検査でも、事前確率である有病率が高いほど、陽性者が実際に病気である確率は一般に高くなる。	s03_u03,ベイズの定理,事前確率	2	3	FALSE
ある迷惑メール判定で、メールが迷惑メールである確率、迷惑メールが特定語句を含む確率、通常メールが特定語句を含む確率が与えられている。特定語句を含むメールが迷惑メールである確率を求める方法として最も適切なものはどれか。	加法定理だけを用いる	ベイズの定理を用いる	二項分布だけを用いる	相関係数を求める	2	特定語句を含むという結果から、迷惑メールであるという原因・分類の確率を求める場面であり、ベイズの定理の典型的な応用である。	s03_u03,ベイズの定理,分類問題	2	2	FALSE
ベイズの定理を使った計算で、分母をP(陽性|病気)+P(陽性|病気でない)としてしまう誤りの理由として最も適切なものはどれか。	条件付き確率に事前確率を掛けていないから	余事象を使っているから	確率を足してはいけない場面だから	感度を使っているから	1	分母は陽性全体の確率であり、各条件付き確率にその条件が起こる確率を掛けて足す必要がある。	s03_u03,全確率,誤答分析	1	3	FALSE
ベイズの定理に関する記述として最も適切なものはどれか。	P(A|B)とP(B|A)は常に等しい	P(A|B)を求めるには、Bが起こる全体の確率を考える必要がある	P(A)が小さいほど、P(A|B)は必ず大きくなる	P(B|A)が分かれば、P(A|B)は必ず同じ値になる	2	ベイズの定理では分母にP(B)が必要である。P(B)は、Bがどの原因から起こるかを場合分けして求めることが多い。	s03_u03,ベイズの定理,概念理解	1	2	FALSE
