question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
母比率の信頼区間を正規近似で作るとき、標本サイズについて注意すべきこととして最も適切なものはどれか。	npとn(1-p)が十分大きいか確認する	nが偶数であるか確認する	pが必ず0.5であるか確認する	母集団が正規分布であるか確認する	1	母比率の正規近似では、成功数と失敗数に対応するnpとn(1-p)が十分大きいことが目安になる。	s06_u02,母比率,正規近似	1	2	TRUE
区間推定と点推定の違いとして最も適切なものはどれか。	区間推定は母数を範囲で推定し、点推定は1つの値で推定する	区間推定は標本を使わず、点推定は標本を使う	区間推定は母平均だけに使い、点推定は母比率だけに使う	区間推定は必ず真の母数を含む	1	点推定は1つの推定値で母数を表し、区間推定は誤差を考慮して範囲で母数を推定する。	s06_u02,点推定,区間推定	2	1	TRUE
信頼係数95%の信頼区間について、最も適切な説明はどれか。	同じ方法で区間を多数作ると、その約95%が真の母数を含む	この1つの区間に母数が入る確率が95%である	標本の95%がこの区間に入る	母集団の95%がこの区間に入る	1	信頼係数は、同じ手順を繰り返したときに真の母数を含む区間の割合を表す。	s06_u02,信頼係数,解釈	1	3	FALSE
ある母比率の95%信頼区間が0.42〜0.58であった。この結果の解釈として最も適切なものはどれか。	同じ方法で作った区間の約95%が真の母比率を含む	母比率が0.42から0.58の間にある確率が必ず95%である	標本比率が95%の確率で0.42から0.58に入る	母集団の95%が0.42から0.58に含まれる	1	信頼区間の解釈では、手続きの長期的な捕捉率として理解する必要がある。	s06_u02,母比率,信頼区間の解釈	1	3	FALSE
信頼区間の幅を半分にしたい。標準偏差と信頼係数が同じなら、標本サイズはおよそ何倍必要か。	4倍	2倍	1/2倍	8倍	1	信頼区間の幅は標準誤差に比例し、標準誤差は1/√nに比例する。幅を半分にするにはnを4倍にする必要がある。	s06_u02,標本サイズ,区間幅	1	3	FALSE
正規母集団における母分散の信頼区間で、χ²分布を用いる理由として最も適切なものはどれか。	(n-1)S²/σ²がχ²分布に従うから	標本平均がχ²分布に従うから	標本比率がχ²分布に従うから	母平均がχ²分布に従うから	1	正規母集団からの標本では、標本分散を用いた統計量(n-1)S²/σ²が自由度n-1のχ²分布に従う。	s06_u02,母分散,χ二乗分布	1	2	FALSE
信頼区間を狭くする方法として、一般に適切でないものはどれか。	信頼係数を高くする	標本サイズを大きくする	測定のばらつきを小さくする	標準誤差を小さくする	1	信頼係数を高くすると臨界値が大きくなるため、信頼区間は広くなる。区間を狭くする方法としては適切でない。	s06_u02,区間幅,信頼係数	1	3	FALSE
母平均の信頼区間について、標本平均が大きく変わらず標本標準偏差だけが大きくなった場合、区間幅はどうなるか。	広くなる	狭くなる	必ず同じになる	必ず0になる	1	標本標準偏差が大きくなると標準誤差s/√nも大きくなるため、信頼区間の幅は広くなる。	s06_u02,母平均,標準誤差	1	2	FALSE
95%信頼区間と99%信頼区間を同じデータから作る場合、一般に正しい関係はどれか。	99%信頼区間の方が広い	95%信頼区間の方が広い	両者の幅は必ず同じ	99%信頼区間は必ず95%信頼区間に含まれる	1	99%信頼区間はより高い捕捉率を確保するため、より大きな臨界値を用い、一般に95%信頼区間より広くなる。	s06_u02,信頼係数,区間幅	1	2	FALSE
母比率の95%信頼区間を求めるため、標本比率0.40、標本サイズ100、臨界値1.96を用いる。標準誤差として最も近いものはどれか。	√(0.4×0.6/100)	0.4×0.6×100	√(0.4/0.6×100)	0.4/√0.6	1	母比率の標準誤差は√{p(1-p)/n}であるため、√(0.4×0.6/100)となる。	s06_u02,母比率,計算	1	2	FALSE
母分散の信頼区間では、上下限を求めるときにχ²分布の両側の臨界値を用いる。このとき注意すべきこととして最も適切なものはどれか。	分母に入るχ²値の大小により上下限の向きが逆になりやすい	χ²分布は左右対称なので上下限は必ず同じ幅になる	自由度は常にnである	標本平均だけで区間を作れる	1	母分散の信頼区間はχ²値が分母に入る形になるため、上側・下側の臨界値と区間の上下限の対応を誤りやすい。	s06_u02,母分散,区間推定	1	3	FALSE
ある標本から母平均の95%信頼区間を作ると、区間が10〜14であった。このとき標本平均として最も自然な値はどれか。	12	10	14	4	1	通常の母平均の信頼区間は標本平均を中心として作られるため、10と14の中央である12が標本平均と考えられる。	s06_u02,母平均,信頼区間	2	2	FALSE
同じ標本データから母平均の信頼区間を作るとき、母分散既知の場合と母分散未知の場合の違いとして最も適切なものはどれか。	母分散未知では標本標準偏差とt分布を用いる	母分散未知では標準正規分布を必ず用いる	母分散既知では標本標準偏差だけを用いる	母分散既知では自由度n-1のχ²分布を用いる	1	母分散未知の場合は、母標準偏差の代わりに標本標準偏差を用い、t分布に基づいて信頼区間を作る。	s06_u02,母平均,母分散未知	1	3	FALSE
信頼区間の説明として誤っているものはどれか。	得られた区間の中に標本の95%が必ず入る	推定値に誤差の幅を加えて母数を推定する	標本が変われば信頼区間も変わりうる	信頼係数は推定手続きの性質を表す	1	信頼区間は母数に対する推定範囲であり、標本データの一定割合がその区間に入ることを意味しない。	s06_u02,信頼区間,解釈	1	3	FALSE
