question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
男女の人数が大きく異なるとき、単純な人数ではなく割合を見るべき理由として最も適切なものはどれか。	人数が異なると平均を計算できないから	各群の大きさの違いを調整して比較できるから	カテゴリカルデータでは度数を使ってはいけないから	割合は常に人数より大きくなるから	2	群の人数が異なると、度数だけでは比較が歪むことがある。割合を使うと群の大きさをそろえた比較ができる。	s02_u02,割合比較,群比較	1	2	FALSE
カテゴリカルデータの要約において、棒グラフとクロス集計表の関係として最も適切なものはどれか。	棒グラフは量的データにしか使えない	クロス集計表の度数や割合を棒グラフで可視化できる	クロス集計表は棒グラフから必ず復元できる	棒グラフではカテゴリ間の比較はできない	2	カテゴリごとの度数や割合は棒グラフで表せる。クロス集計表の結果を棒グラフで可視化することも多い。	s02_u02,カテゴリカルデータ,棒グラフ	2	1	TRUE
ある表で、喫煙者100人中70人が運動不足、非喫煙者300人中120人が運動不足だった。運動不足の割合を比較した説明として正しいものはどれか。	喫煙者の方が運動不足の割合が高い	非喫煙者の方が運動不足の割合が高い	両者の割合は等しい	人数が異なるため割合は比較できない	1	喫煙者は70/100=70%、非喫煙者は120/300=40%であるため、喫煙者の方が運動不足の割合が高い。	s02_u02,割合計算,比較	1	2	FALSE
次の表で、A群は成功18人・失敗12人、B群は成功42人・失敗28人である。成功割合の比較として正しいものはどれか。	A群の方が高い	B群の方が高い	両群で等しい	総度数が異なるため比較できない	3	A群の成功割合は18/30=60%、B群の成功割合は42/70=60%である。したがって成功割合は等しい。	s02_u02,割合計算,比較	1	2	FALSE
クロス集計表から2つのカテゴリカル変数の関連を考えるとき、最も適切な見方はどれか。	周辺度数だけを見れば十分である	各群の条件付き割合を比較する	最大のセル度数だけを見る	カテゴリ名の文字数を比較する	2	2つのカテゴリカル変数の関連を見るには、一方のカテゴリで条件づけた割合が、他方のカテゴリによってどう変わるかを比較する。	s02_u02,条件付き割合,関連	1	3	FALSE
2×2のクロス集計表で、2つのカテゴリカル変数が独立であると考えられる状態として最も適切なものはどれか。	一方の変数のカテゴリによらず、もう一方の変数の割合がほぼ同じである	すべてのセル度数が同じである	行合計と列合計が必ず等しい	総度数が100である	1	カテゴリカル変数が独立であれば、一方のカテゴリで条件づけても、もう一方のカテゴリの割合は変わらない。	s02_u02,独立,条件付き割合	1	3	FALSE
ある2×2表で、A群の成功率は80%、B群の成功率は50%だった。この情報だけから言えることとして最も適切なものはどれか。	A群の方が成功割合は高い	A群の成功人数は必ずB群より多い	A群とB群の人数は同じである	A群の失敗人数は必ずB群より少ない	1	成功率だけから言えるのは、A群の成功割合がB群より高いということだけである。各群の人数が不明なので人数の大小は断定できない。	s02_u02,割合と度数,解釈	2	3	FALSE
全体割合だけを見て判断することの問題点として最も適切なものはどれか。	全体割合は計算上必ず誤差を含む	群ごとの構成や条件付きの違いを見落とす可能性がある	全体割合はカテゴリカルデータには使えない	全体割合は常に行内割合と等しい	2	全体割合だけを見ると、群ごとの違いや構成比の偏りを見落とすことがある。目的に応じて行内割合や列内割合を見る必要がある。	s02_u02,全体割合,解釈	2	3	FALSE
カテゴリカルデータの割合比較で、比較したい対象を分母にする必要がある理由として最も適切なものはどれか。	分母を大きくすると必ず差が大きく見えるから	何を基準にした割合かによって解釈が変わるから	割合は分母に関係なく同じ値になるから	度数が小さいと割合を計算できないから	2	割合は分母の取り方で意味が変わる。何を100%とするかを決めなければ、比較の解釈を誤る。	s02_u02,分母,割合解釈	1	3	FALSE
あるクロス集計表で、全体ではA商品の購入割合がB商品より高いが、男女別に見るとどちらの性別でもB商品の購入割合が高かった。このような現象に関係が深いものはどれか。	中心極限定理	シンプソンのパラドックス	大数の法則	ベイズの定理	2	全体での傾向と層別に見た傾向が逆になることがある。これはシンプソンのパラドックスと呼ばれる。	s02_u02,シンプソンのパラドックス,層別	2	3	FALSE
あるクロス集計表で、行内割合を足し合わせると各行で100%になる。これは何を意味しているか。	各行を基準にして割合を計算している	各列を基準にして割合を計算している	全体を基準にして割合を計算している	すべてのセル度数が等しい	1	行内割合は各行の合計を100%として計算するため、各行の割合を合計すると100%になる。	s02_u02,行内割合,分母	1	2	FALSE
