question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
母平均の検定で、母分散が既知である場合に用いる検定統計量として最も適切なものはどれか。	z=(x̄-μ0)/(σ/√n)	t=(x̄-μ0)/(s/√n)	χ²=(n-1)s²/σ0²	F=s1²/s2²	1	母分散が既知なら母標準偏差σを用いて標準化し、標準正規分布に基づくz検定を行う。	s07_u03,母平均,z検定	2	2	FALSE
母平均の検定で、母分散未知・標本サイズnのとき、t分布の自由度として最も適切なものはどれか。	n	n-1	n+1	2n-1	2	1標本t検定では、標本分散を推定に用いるため自由度はn-1となる。	s07_u03,母平均,t分布,自由度	1	2	FALSE
母比率の検定で、帰無仮説H0: p=p0のもとで標準誤差に用いる比率として最も適切なものはどれか。	標本比率p̂	帰無仮説で仮定された比率p0	対立仮説で想定される比率	母集団から観測された真の比率	2	母比率の検定では、帰無仮説のもとでの分布を考えるため、標準誤差にはp0を用いる。	s07_u03,母比率,標準誤差,z検定	1	2	FALSE
標本サイズ64、標本平均102、母標準偏差16で、H0: μ=100を右片側検定する。検定統計量として最も近いものはどれか。	0.25	1	2	8	2	z=(102-100)/(16/√64)=2/2=1.00である。母分散既知なのでz統計量を用いる。	s07_u03,母平均,z統計量,計算	2	2	FALSE
母平均の両側検定で、有意水準5%の棄却域として最も適切なものはどれか。	上側5%の領域	下側5%の領域	上下それぞれ2.5%の領域	上下それぞれ5%の領域	3	両側検定では有意水準5%を左右に分けるため、上下それぞれ2.5%の領域が棄却域となる。	s07_u03,母平均,両側検定,棄却域	1	2	FALSE
正規母集団の母分散についてH0: σ²=σ0²を左片側検定する場面として最も適切なものはどれか。	母分散が基準値より大きいかを調べる	母分散が基準値より小さいかを調べる	母平均が基準値より大きいかを調べる	母比率が基準値と異なるかを調べる	2	母分散の左片側検定では、対立仮説はσ²<σ0²であり、ばらつきが基準値より小さいかを調べる。	s07_u03,母分散,片側検定	1	2	FALSE
ある製品の平均重量が表示値100gと異なるかを調べたい。最も適切な検定の型はどれか。	母平均の右片側検定	母平均の左片側検定	母平均の両側検定	母比率の両側検定	3	「異なるか」を調べる場合は、大きい場合と小さい場合の両方を考えるため、母平均の両側検定を用いる。	s07_u03,母平均,両側検定,適用判断	1	3	FALSE
ある工程改善後、製品の不良率が従来の5%より低下したかを調べたい。最も適切な対立仮説はどれか。	p=0.05	p≠0.05	p<0.05	p>0.05	3	不良率が低下したかを調べるので、母比率についてH1: p<0.05の左片側検定を設定する。	s07_u03,母比率,片側検定,適用判断	1	3	FALSE
母平均の検定で、同じデータに対して両側検定では棄却されず、片側検定では棄却されることがある理由として最も適切なものはどれか。	片側検定の方が標本サイズが大きくなるから	片側検定では有意水準が片側に集中するから	両側検定では標準誤差が大きくなるから	両側検定では帰無仮説が存在しないから	2	同じ有意水準でも、片側検定では棄却域が片側に集中するため、方向が事前に決まっていれば棄却されやすい場合がある。	s07_u03,片側検定,両側検定,判断	1	3	FALSE
母比率の検定で正規近似を用いる際の注意として最も適切なものはどれか。	標本サイズに関係なく必ず正規近似できる	p0が0または1に近く、標本サイズが小さいと近似が悪くなりやすい	標本比率が0.5でないと検定できない	母比率の検定では標準誤差を考えない	2	母比率の正規近似は、標本サイズが十分大きく、p0が極端でないときに適用しやすい。	s07_u03,母比率,正規近似,適用条件	2	3	FALSE
母分散の検定でカイ二乗分布を用いるために重要な仮定として最も適切なものはどれか。	母集団が正規分布に従うこと	標本サイズが必ず100以上であること	母平均が既知であること	標本分散が0であること	1	母分散の検定で(n-1)s²/σ0²がカイ二乗分布に従うには、母集団の正規性が重要である。	s07_u03,母分散,カイ二乗分布,正規性	1	3	FALSE
有意水準5%の母平均の右片側検定で、検定統計量が棄却域に入らなかった。結論として最も適切なものはどれか。	母平均が基準値以下であると証明された	母平均が基準値より大きいとはいえない	帰無仮説が真である確率は95%である	対立仮説が誤りであると証明された	2	棄却されない場合は、対立仮説を支持する十分な証拠がないという判断であり、帰無仮説が真と証明されたわけではない。	s07_u03,母平均,結論判断,非棄却	1	3	FALSE
