question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
独立2群の平均差の検定で、帰無仮説H0: μ1=μ2を両側検定する場合、対立仮説として最も適切なものはどれか。	μ1≠μ2	μ1=μ2	p1≠p2	σ1²=σ2²	1	平均差の両側検定では、2つの母平均が等しくないことを対立仮説に置く。比率や分散の仮説と混同しない。	s07_u04,平均差,両側検定	1	2	FALSE
2群の母比率の差を右片側検定する場面として最も適切なものはどれか。	新方法の合格率が従来方法より高いかを調べる	2群の平均点が等しいかを調べる	2群の分散が等しいかを調べる	同じ人の前後差が0かを調べる	1	母比率の差の右片側検定では、p1>p2のように一方の比率が高いかを調べる。平均差や分散比の検定ではない。	s07_u04,比率差,片側検定	1	2	FALSE
対応のあるt検定で、差を「後−前」と定義した。改善したかを右片側検定する場合の対立仮説として最も適切なものはどれか。	差の母平均は0より大きい	差の母平均は0より小さい	2群の母分散は等しい	2群の母比率は等しい	1	差を後−前と定義した場合、改善は差が正になることを意味するため、対立仮説はμd>0となる。	s07_u04,対応のあるt検定,差の定義	1	3	FALSE
独立2標本t検定と対応のあるt検定の使い分けとして最も適切なものはどれか。	同じ対象の前後比較なら対応あり、別々の2群なら独立2標本を考える	標本サイズが等しければ必ず対応のあるt検定を使う	平均を比べるときは常に独立2標本t検定を使う	分散が等しければ必ず対応のあるt検定を使う	1	対応の有無は標本サイズや等分散性ではなく、データがペアとして結びついているかで判断する。	s07_u04,検定選択,対応あり	1	3	FALSE
独立2群の平均差の検定で、等分散を仮定する2標本t検定を行うときの自由度はどれか。	n1+n2−2	n1+n2−1	n1−1	n2−1	1	等分散を仮定する2標本t検定では、プール分散を用い、自由度はn1+n2−2となる。	s07_u04,2標本t検定,自由度	1	2	FALSE
等分散を仮定する2標本t検定で、プール分散の考え方として最も適切なものはどれか。	2群の標本分散を自由度で重み付けしてまとめた推定量である	2群の標本分散を単純に足した値である	2群の標本平均を重み付けしてまとめた値である	2群の標本比率を合計した値である	1	プール分散は、2つの母分散が等しいと仮定したもとで、各群の標本分散を自由度で重み付けしてまとめた推定量である。	s07_u04,プール分散,等分散	1	2	FALSE
2群の母比率の差の検定で、大標本近似を用いるとき、主に利用する分布はどれか。	標準正規分布	t分布	F分布	χ²分布	1	2群の母比率差の検定では、大標本のもとで標本比率の差を標準化し、標準正規分布で判定する。	s07_u04,比率差,正規近似	1	2	FALSE
2群の母比率差の検定で、プール比率を使う理由として最も適切なものはどれか。	帰無仮説のもとで2つの母比率が共通であると仮定するから	対立仮説のもとで2つの母比率が異なると仮定するから	2群の標本サイズを必ず等しくするため	標本平均の差を0にするため	1	H0: p1=p2では共通の母比率を仮定するため、2群を合わせた成功割合であるプール比率を用いる。	s07_u04,比率差,プール比率	1	3	FALSE
2つの母分散が等しいかを調べるF検定について、最も適切な説明はどれか。	標本分散の比を用いて母分散の等しさを調べる	標本平均の差を用いて母平均の等しさを調べる	標本比率の差を用いて母比率の等しさを調べる	各ペアの差を用いて母平均の変化を調べる	1	F検定では、2つの標本分散の比を検定統計量として、母分散が等しいかを調べる。	s07_u04,F検定,等分散性	1	2	FALSE
平均差の検定を選ぶとき、最初に確認すべき観点として最も適切なものはどれか。	2群が独立か対応ありか	標本平均が整数か小数か	有意水準が5%か1%か	選択肢の数が4つかどうか	1	平均差の検定では、まず2群が独立か対応ありかを確認する。これにより独立2標本t検定か対応のあるt検定かが変わる。	s07_u04,検定選択,平均差	1	3	FALSE
2群の平均差の検定で、p値が有意水準5%より小さかった。正しい結論として最も適切なものはどれか。	帰無仮説を棄却し、母平均に差があると判断する	帰無仮説が正しいと証明する	2つの標本平均が完全に一致すると判断する	母分散が等しいと判断する	1	p値が有意水準より小さい場合、帰無仮説を棄却する。両側検定なら、母平均に差があると判断する。	s07_u04,p値,平均差	1	3	FALSE
2群の合格率を比較したところ、標本比率は第1群の方が高かったが、比率差の検定では有意でなかった。この解釈として最も適切なものはどれか。	標本では差が見られても、母比率に差があるとまでは判断できない	第1群の母比率が必ず高いと証明された	2群の標本比率は等しいと証明された	検定方法は必ず平均差のt検定に変更すべきである	1	有意でない場合、母比率に差があると判断する十分な根拠がないという意味であり、差が完全に存在しない証明ではない。	s07_u04,比率差,p値,結論判断	1	3	FALSE
